RECINTO;DETALLE;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;OPCIONES RECINTOS;;;;;;;;;;;;;;;;;;;;;;
;;;BAÑO 1 PPAL;;;;;;;;;;;;;;;;;;;;;;
;;;BAÑO 2;;;;;;;;;;;;;;;;;;;;;;
;;;BAÑO SERV;;;;;;;;;;;;;;;;;;;;;;
;;;BAÑO VISITA;;;;;;;;;;;;;;;;;;;;;;
;;;COCINA;;;;;;;;;;;;;;;;;;;;;;
;;;COMEDOR;;;;;;;;;;;;;;;;;;;;;;
;;;DORM 1 PPAL;;;;;;;;;;;;;;;;;;;;;;
;;;DORM 2;;;;;;;;;;;;;;;;;;;;;;
;;;DORM 3;;;;;;;;;;;;;;;;;;;;;;
;;;DORM SERV;;;;;;;;;;;;;;;;;;;;;;
;;;ESTAR;;;;;;;;;;;;;;;;;;;;;;
;;;HALL ACCESO;;;;;;;;;;;;;;;;;;;;;;
;;;HOME OFFICE;;;;;;;;;;;;;;;;;;;;;;
;;;LOGGIA ;;;;;;;;;;;;;;;;;;;;;;
;;;TERRAZA 1;;;;;;;;;;;;;;;;;;;;;;
;;;TERRAZA 2;;;;;;;;;;;;;;;;;;;;;;
;;;TERRAZA 3;;;;;;;;;;;;;;;;;;;;;;
;;;W.CL;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
